cons,old,new
GRC_H52,1245,12
GRC_H53,1246,12
GRC_I,1247,12
GRC_J58T60,1248,12
GRC_J61,1249,12
GRC_J62_63,1250,12
GRC_K,1251,12
GRC_L,1252,12
GRC_M,1253,12
GRC_N,1254,12
GRC_O,1255,12
GRC_P,1256,12
GRC_Q,1257,12
GRC_R,1258,12
GRC_S,1259,12
GRC_T,1260,12
HKG_A01_02,1261,10
HKG_A03,1262,10
HKG_B05_06,1263,11
HKG_B07_08,1264,11
HKG_B09,1265,11
HKG_C10T12,1266,11
HKG_C13T15,1267,11
HKG_C16,1268,11
HKG_C17_18,1269,11
HKG_C19,1270,11
HKG_C20,1271,11
HKG_C21,1272,11
HKG_C22,1273,11
HKG_C23,1274,11
HKG_C24,1275,11
HKG_C25,1276,11
HKG_C26,1277,11
HKG_C27,1278,11
HKG_C28,1279,11
HKG_C29,1280,11
HKG_C30,1281,11
HKG_C31T33,1282,11
HKG_D,1283,12
HKG_E,1284,12
HKG_F,1285,12
HKG_G,1286,12
HKG_H49,1287,12
HKG_H50,1288,12
HKG_H51,1289,12
HKG_H52,1290,12
HKG_H53,1291,12
HKG_I,1292,12
HKG_J58T60,1293,12
HKG_J61,1294,12
HKG_J62_63,1295,12
HKG_K,1296,12
HKG_L,1297,12
HKG_M,1298,12
HKG_N,1299,12
HKG_O,1300,12
HKG_P,1301,12
HKG_Q,1302,12
HKG_R,1303,12
HKG_S,1304,12
HKG_T,1305,12
HRV_A01_02,1306,10
HRV_A03,1307,10
HRV_B05_06,1308,11
HRV_B07_08,1309,11
HRV_B09,1310,11
HRV_C10T12,1311,11
HRV_C13T15,1312,11
HRV_C16,1313,11
HRV_C17_18,1314,11
HRV_C19,1315,11
HRV_C20,1316,11
HRV_C21,1317,11
HRV_C22,1318,11
HRV_C23,1319,11
HRV_C24,1320,11
HRV_C25,1321,11
HRV_C26,1322,11
HRV_C27,1323,11
HRV_C28,1324,11
HRV_C29,1325,11
HRV_C30,1326,11
HRV_C31T33,1327,11
HRV_D,1328,12
HRV_E,1329,12
HRV_F,1330,12
HRV_G,1331,12
HRV_H49,1332,12
HRV_H50,1333,12
HRV_H51,1334,12
HRV_H52,1335,12
HRV_H53,1336,12
HRV_I,1337,12
HRV_J58T60,1338,12
HRV_J61,1339,12
HRV_J62_63,1340,12
HRV_K,1341,12
HRV_L,1342,12
HRV_M,1343,12
HRV_N,1344,12
HRV_O,1345,12
HRV_P,1346,12
HRV_Q,1347,12
HRV_R,1348,12
HRV_S,1349,12
HRV_T,1350,12
HUN_A01_02,1351,10
HUN_A03,1352,10
HUN_B05_06,1353,11
HUN_B07_08,1354,11
HUN_B09,1355,11
HUN_C10T12,1356,11
HUN_C13T15,1357,11
HUN_C16,1358,11
HUN_C17_18,1359,11
HUN_C19,1360,11
HUN_C20,1361,11
HUN_C21,1362,11
HUN_C22,1363,11
HUN_C23,1364,11
HUN_C24,1365,11
HUN_C25,1366,11
HUN_C26,1367,11
HUN_C27,1368,11
HUN_C28,1369,11
HUN_C29,1370,11
HUN_C30,1371,11
HUN_C31T33,1372,11
HUN_D,1373,12
HUN_E,1374,12
HUN_F,1375,12
HUN_G,1376,12
HUN_H49,1377,12
HUN_H50,1378,12
HUN_H51,1379,12
HUN_H52,1380,12
HUN_H53,1381,12
HUN_I,1382,12
HUN_J58T60,1383,12
HUN_J61,1384,12
HUN_J62_63,1385,12
HUN_K,1386,12
HUN_L,1387,12
HUN_M,1388,12
HUN_N,1389,12
HUN_O,1390,12
HUN_P,1391,12
HUN_Q,1392,12
HUN_R,1393,12
HUN_S,1394,12
HUN_T,1395,12
IDN_A01_02,1396,10
IDN_A03,1397,10
IDN_B05_06,1398,11
IDN_B07_08,1399,11
IDN_B09,1400,11
IDN_C10T12,1401,11
IDN_C13T15,1402,11
IDN_C16,1403,11
IDN_C17_18,1404,11
IDN_C19,1405,11
IDN_C20,1406,11
IDN_C21,1407,11
IDN_C22,1408,11
IDN_C23,1409,11
IDN_C24,1410,11
IDN_C25,1411,11
IDN_C26,1412,11
IDN_C27,1413,11
IDN_C28,1414,11
IDN_C29,1415,11
IDN_C30,1416,11
IDN_C31T33,1417,11
IDN_D,1418,12
IDN_E,1419,12
IDN_F,1420,12
IDN_G,1421,12
IDN_H49,1422,12
IDN_H50,1423,12
IDN_H51,1424,12
IDN_H52,1425,12
IDN_H53,1426,12
IDN_I,1427,12
IDN_J58T60,1428,12
IDN_J61,1429,12
IDN_J62_63,1430,12
IDN_K,1431,12
IDN_L,1432,12
IDN_M,1433,12
IDN_N,1434,12
IDN_O,1435,12
IDN_P,1436,12
IDN_Q,1437,12
IDN_R,1438,12
IDN_S,1439,12
IDN_T,1440,12
IND_A01_02,1441,10
IND_A03,1442,10
IND_B05_06,1443,11
IND_B07_08,1444,11
IND_B09,1445,11
IND_C10T12,1446,11
IND_C13T15,1447,11
IND_C16,1448,11
IND_C17_18,1449,11
IND_C19,1450,11
IND_C20,1451,11
IND_C21,1452,11
IND_C22,1453,11
IND_C23,1454,11
IND_C24,1455,11
IND_C25,1456,11
IND_C26,1457,11
IND_C27,1458,11
IND_C28,1459,11
IND_C29,1460,11
IND_C30,1461,11
IND_C31T33,1462,11
IND_D,1463,12
IND_E,1464,12
IND_F,1465,12
IND_G,1466,12
IND_H49,1467,12
IND_H50,1468,12
IND_H51,1469,12
IND_H52,1470,12
IND_H53,1471,12
IND_I,1472,12
IND_J58T60,1473,12
IND_J61,1474,12
IND_J62_63,1475,12
IND_K,1476,12
IND_L,1477,12
IND_M,1478,12
IND_N,1479,12
IND_O,1480,12
IND_P,1481,12
IND_Q,1482,12
IND_R,1483,12
IND_S,1484,12
IND_T,1485,12
IRL_A01_02,1486,10
IRL_A03,1487,10
IRL_B05_06,1488,11
IRL_B07_08,1489,11
IRL_B09,1490,11
IRL_C10T12,1491,11
IRL_C13T15,1492,11
IRL_C16,1493,11
IRL_C17_18,1494,11
IRL_C19,1495,11
IRL_C20,1496,11
IRL_C21,1497,11
IRL_C22,1498,11
IRL_C23,1499,11
IRL_C24,1500,11
IRL_C25,1501,11
IRL_C26,1502,11
IRL_C27,1503,11
IRL_C28,1504,11
IRL_C29,1505,11
IRL_C30,1506,11
IRL_C31T33,1507,11
IRL_D,1508,12
IRL_E,1509,12
IRL_F,1510,12
IRL_G,1511,12
IRL_H49,1512,12
IRL_H50,1513,12
IRL_H51,1514,12
IRL_H52,1515,12
IRL_H53,1516,12
IRL_I,1517,12
IRL_J58T60,1518,12
IRL_J61,1519,12
IRL_J62_63,1520,12
IRL_K,1521,12
IRL_L,1522,12
IRL_M,1523,12
IRL_N,1524,12
IRL_O,1525,12
IRL_P,1526,12
IRL_Q,1527,12
IRL_R,1528,12
IRL_S,1529,12
IRL_T,1530,12
ISL_A01_02,1531,10
ISL_A03,1532,10
ISL_B05_06,1533,11
ISL_B07_08,1534,11
ISL_B09,1535,11
ISL_C10T12,1536,11
ISL_C13T15,1537,11
ISL_C16,1538,11
ISL_C17_18,1539,11
ISL_C19,1540,11
ISL_C20,1541,11
ISL_C21,1542,11
ISL_C22,1543,11
ISL_C23,1544,11
ISL_C24,1545,11
ISL_C25,1546,11
ISL_C26,1547,11
ISL_C27,1548,11
ISL_C28,1549,11
ISL_C29,1550,11
ISL_C30,1551,11
ISL_C31T33,1552,11
ISL_D,1553,12
ISL_E,1554,12
ISL_F,1555,12
ISL_G,1556,12
ISL_H49,1557,12
ISL_H50,1558,12
ISL_H51,1559,12
ISL_H52,1560,12
ISL_H53,1561,12
ISL_I,1562,12
ISL_J58T60,1563,12
ISL_J61,1564,12
ISL_J62_63,1565,12
ISL_K,1566,12
ISL_L,1567,12
ISL_M,1568,12
ISL_N,1569,12
ISL_O,1570,12
ISL_P,1571,12
ISL_Q,1572,12
ISL_R,1573,12
ISL_S,1574,12
ISL_T,1575,12
ISR_A01_02,1576,10
ISR_A03,1577,10
ISR_B05_06,1578,11
ISR_B07_08,1579,11
ISR_B09,1580,11
ISR_C10T12,1581,11
ISR_C13T15,1582,11
ISR_C16,1583,11
ISR_C17_18,1584,11
ISR_C19,1585,11
ISR_C20,1586,11
ISR_C21,1587,11
ISR_C22,1588,11
ISR_C23,1589,11
ISR_C24,1590,11
ISR_C25,1591,11
ISR_C26,1592,11
ISR_C27,1593,11
ISR_C28,1594,11
ISR_C29,1595,11
ISR_C30,1596,11
ISR_C31T33,1597,11
ISR_D,1598,12
ISR_E,1599,12
ISR_F,1600,12
ISR_G,1601,12
ISR_H49,1602,12
ISR_H50,1603,12
ISR_H51,1604,12
ISR_H52,1605,12
ISR_H53,1606,12
ISR_I,1607,12
ISR_J58T60,1608,12
ISR_J61,1609,12
ISR_J62_63,1610,12
ISR_K,1611,12
ISR_L,1612,12
ISR_M,1613,12
ISR_N,1614,12
ISR_O,1615,12
ISR_P,1616,12
ISR_Q,1617,12
ISR_R,1618,12
ISR_S,1619,12
ISR_T,1620,12
ITA_A01_02,1621,10
ITA_A03,1622,10
ITA_B05_06,1623,11
ITA_B07_08,1624,11
ITA_B09,1625,11
ITA_C10T12,1626,11
ITA_C13T15,1627,11
ITA_C16,1628,11
ITA_C17_18,1629,11
ITA_C19,1630,11
ITA_C20,1631,11
ITA_C21,1632,11
ITA_C22,1633,11
ITA_C23,1634,11
ITA_C24,1635,11
ITA_C25,1636,11
ITA_C26,1637,11
ITA_C27,1638,11
ITA_C28,1639,11
ITA_C29,1640,11
ITA_C30,1641,11
ITA_C31T33,1642,11
ITA_D,1643,12
ITA_E,1644,12
ITA_F,1645,12
ITA_G,1646,12
ITA_H49,1647,12
ITA_H50,1648,12
ITA_H51,1649,12
ITA_H52,1650,12
ITA_H53,1651,12
ITA_I,1652,12
ITA_J58T60,1653,12
ITA_J61,1654,12
ITA_J62_63,1655,12
ITA_K,1656,12
ITA_L,1657,12
ITA_M,1658,12
ITA_N,1659,12
ITA_O,1660,12
ITA_P,1661,12
ITA_Q,1662,12
ITA_R,1663,12
ITA_S,1664,12
ITA_T,1665,12
JOR_A01_02,1666,10
JOR_A03,1667,10
JOR_B05_06,1668,11
JOR_B07_08,1669,11
JOR_B09,1670,11
JOR_C10T12,1671,11
JOR_C13T15,1672,11
JOR_C16,1673,11
JOR_C17_18,1674,11
JOR_C19,1675,11
JOR_C20,1676,11
JOR_C21,1677,11
JOR_C22,1678,11
JOR_C23,1679,11
JOR_C24,1680,11
JOR_C25,1681,11
JOR_C26,1682,11
JOR_C27,1683,11
JOR_C28,1684,11
JOR_C29,1685,11
JOR_C30,1686,11
JOR_C31T33,1687,11
JOR_D,1688,12
JOR_E,1689,12
JOR_F,1690,12
JOR_G,1691,12
JOR_H49,1692,12
JOR_H50,1693,12
JOR_H51,1694,12
JOR_H52,1695,12
JOR_H53,1696,12
JOR_I,1697,12
JOR_J58T60,1698,12
JOR_J61,1699,12
JOR_J62_63,1700,12
JOR_K,1701,12
JOR_L,1702,12
JOR_M,1703,12
JOR_N,1704,12
JOR_O,1705,12
JOR_P,1706,12
JOR_Q,1707,12
JOR_R,1708,12
JOR_S,1709,12
JOR_T,1710,12
JPN_A01_02,1711,10
JPN_A03,1712,10
JPN_B05_06,1713,11
JPN_B07_08,1714,11
JPN_B09,1715,11
JPN_C10T12,1716,11
JPN_C13T15,1717,11
JPN_C16,1718,11
JPN_C17_18,1719,11
JPN_C19,1720,11
JPN_C20,1721,11
JPN_C21,1722,11
JPN_C22,1723,11
JPN_C23,1724,11
JPN_C24,1725,11
JPN_C25,1726,11
JPN_C26,1727,11
JPN_C27,1728,11
JPN_C28,1729,11
JPN_C29,1730,11
JPN_C30,1731,11
JPN_C31T33,1732,11
JPN_D,1733,12
JPN_E,1734,12
JPN_F,1735,12
JPN_G,1736,12
JPN_H49,1737,12
JPN_H50,1738,12
JPN_H51,1739,12
JPN_H52,1740,12
JPN_H53,1741,12
JPN_I,1742,12
JPN_J58T60,1743,12
JPN_J61,1744,12
JPN_J62_63,1745,12
JPN_K,1746,12
JPN_L,1747,12
JPN_M,1748,12
JPN_N,1749,12
JPN_O,1750,12
JPN_P,1751,12
JPN_Q,1752,12
JPN_R,1753,12
JPN_S,1754,12
JPN_T,1755,12
KAZ_A01_02,1756,10
KAZ_A03,1757,10
KAZ_B05_06,1758,11
KAZ_B07_08,1759,11
KAZ_B09,1760,11
KAZ_C10T12,1761,11
KAZ_C13T15,1762,11
KAZ_C16,1763,11
KAZ_C17_18,1764,11
KAZ_C19,1765,11
KAZ_C20,1766,11
KAZ_C21,1767,11
KAZ_C22,1768,11
KAZ_C23,1769,11
KAZ_C24,1770,11
KAZ_C25,1771,11
KAZ_C26,1772,11
KAZ_C27,1773,11
KAZ_C28,1774,11
KAZ_C29,1775,11
KAZ_C30,1776,11
KAZ_C31T33,1777,11
KAZ_D,1778,12
KAZ_E,1779,12
KAZ_F,1780,12
KAZ_G,1781,12
KAZ_H49,1782,12
KAZ_H50,1783,12
KAZ_H51,1784,12
KAZ_H52,1785,12
KAZ_H53,1786,12
KAZ_I,1787,12
KAZ_J58T60,1788,12
KAZ_J61,1789,12
KAZ_J62_63,1790,12
KAZ_K,1791,12
KAZ_L,1792,12
KAZ_M,1793,12
KAZ_N,1794,12
KAZ_O,1795,12
KAZ_P,1796,12
KAZ_Q,1797,12
KAZ_R,1798,12
KAZ_S,1799,12
KAZ_T,1800,12
KHM_A01_02,1801,10
KHM_A03,1802,10
KHM_B05_06,1803,11
KHM_B07_08,1804,11
KHM_B09,1805,11
KHM_C10T12,1806,11
KHM_C13T15,1807,11
KHM_C16,1808,11
KHM_C17_18,1809,11
KHM_C19,1810,11
KHM_C20,1811,11
KHM_C21,1812,11
KHM_C22,1813,11
KHM_C23,1814,11
KHM_C24,1815,11
KHM_C25,1816,11
KHM_C26,1817,11
KHM_C27,1818,11
KHM_C28,1819,11
KHM_C29,1820,11
KHM_C30,1821,11
KHM_C31T33,1822,11
KHM_D,1823,12
KHM_E,1824,12
KHM_F,1825,12
KHM_G,1826,12
KHM_H49,1827,12
KHM_H50,1828,12
KHM_H51,1829,12
KHM_H52,1830,12
KHM_H53,1831,12
KHM_I,1832,12
KHM_J58T60,1833,12
KHM_J61,1834,12
KHM_J62_63,1835,12
KHM_K,1836,12
KHM_L,1837,12
KHM_M,1838,12
KHM_N,1839,12
KHM_O,1840,12
KHM_P,1841,12
KHM_Q,1842,12
KHM_R,1843,12
KHM_S,1844,12
KHM_T,1845,12
KOR_A01_02,1846,1
KOR_A03,1847,1
KOR_B05_06,1848,2
KOR_B07_08,1849,2
KOR_B09,1850,2
KOR_C10T12,1851,2
KOR_C13T15,1852,2
KOR_C16,1853,2
KOR_C17_18,1854,2
KOR_C19,1855,2
KOR_C20,1856,2
KOR_C21,1857,2
KOR_C22,1858,2
KOR_C23,1859,2
KOR_C24,1860,2
KOR_C25,1861,2
KOR_C26,1862,2
KOR_C27,1863,2
KOR_C28,1864,2
KOR_C29,1865,2
KOR_C30,1866,2
KOR_C31T33,1867,2
KOR_D,1868,3
KOR_E,1869,3
KOR_F,1870,3
KOR_G,1871,3
KOR_H49,1872,3
KOR_H50,1873,3
KOR_H51,1874,3
KOR_H52,1875,3
KOR_H53,1876,3
KOR_I,1877,3
KOR_J58T60,1878,3
KOR_J61,1879,3
KOR_J62_63,1880,3
KOR_K,1881,3
KOR_L,1882,3
KOR_M,1883,3
KOR_N,1884,3
KOR_O,1885,3
KOR_P,1886,3
KOR_Q,1887,3
KOR_R,1888,3
KOR_S,1889,3
KOR_T,1890,3
LAO_A01_02,1891,10
LAO_A03,1892,10
LAO_B05_06,1893,11
LAO_B07_08,1894,11
LAO_B09,1895,11
LAO_C10T12,1896,11
LAO_C13T15,1897,11
LAO_C16,1898,11
LAO_C17_18,1899,11
LAO_C19,1900,11
LAO_C20,1901,11
LAO_C21,1902,11
LAO_C22,1903,11
LAO_C23,1904,11
LAO_C24,1905,11
LAO_C25,1906,11
LAO_C26,1907,11
LAO_C27,1908,11
LAO_C28,1909,11
LAO_C29,1910,11
LAO_C30,1911,11
LAO_C31T33,1912,11
LAO_D,1913,12
LAO_E,1914,12
LAO_F,1915,12
LAO_G,1916,12
LAO_H49,1917,12
LAO_H50,1918,12
LAO_H51,1919,12
LAO_H52,1920,12
LAO_H53,1921,12
LAO_I,1922,12
LAO_J58T60,1923,12
LAO_J61,1924,12
LAO_J62_63,1925,12
LAO_K,1926,12
LAO_L,1927,12
LAO_M,1928,12
LAO_N,1929,12
LAO_O,1930,12
LAO_P,1931,12
LAO_Q,1932,12
LAO_R,1933,12
LAO_S,1934,12
LAO_T,1935,12
LTU_A01_02,1936,10
LTU_A03,1937,10
LTU_B05_06,1938,11
LTU_B07_08,1939,11
LTU_B09,1940,11
LTU_C10T12,1941,11
LTU_C13T15,1942,11
LTU_C16,1943,11
LTU_C17_18,1944,11
LTU_C19,1945,11
LTU_C20,1946,11
LTU_C21,1947,11
LTU_C22,1948,11
LTU_C23,1949,11
LTU_C24,1950,11
LTU_C25,1951,11
LTU_C26,1952,11
LTU_C27,1953,11
LTU_C28,1954,11
LTU_C29,1955,11
LTU_C30,1956,11
LTU_C31T33,1957,11
LTU_D,1958,12
LTU_E,1959,12
LTU_F,1960,12
LTU_G,1961,12
LTU_H49,1962,12
LTU_H50,1963,12
LTU_H51,1964,12
LTU_H52,1965,12
LTU_H53,1966,12
LTU_I,1967,12
LTU_J58T60,1968,12
LTU_J61,1969,12
LTU_J62_63,1970,12
LTU_K,1971,12
LTU_L,1972,12
LTU_M,1973,12
LTU_N,1974,12
LTU_O,1975,12
LTU_P,1976,12
LTU_Q,1977,12
LTU_R,1978,12
LTU_S,1979,12
LTU_T,1980,12
LUX_A01_02,1981,10
LUX_A03,1982,10
LUX_B05_06,1983,11
LUX_B07_08,1984,11
LUX_B09,1985,11
LUX_C10T12,1986,11
LUX_C13T15,1987,11
LUX_C16,1988,11
LUX_C17_18,1989,11
LUX_C19,1990,11
LUX_C20,1991,11
LUX_C21,1992,11
LUX_C22,1993,11
LUX_C23,1994,11
LUX_C24,1995,11
LUX_C25,1996,11
LUX_C26,1997,11
LUX_C27,1998,11
LUX_C28,1999,11
LUX_C29,2000,11
LUX_C30,2001,11
LUX_C31T33,2002,11
LUX_D,2003,12
LUX_E,2004,12
LUX_F,2005,12
LUX_G,2006,12
LUX_H49,2007,12
LUX_H50,2008,12
LUX_H51,2009,12
LUX_H52,2010,12
LUX_H53,2011,12
LUX_I,2012,12
LUX_J58T60,2013,12
LUX_J61,2014,12
LUX_J62_63,2015,12
LUX_K,2016,12
LUX_L,2017,12
LUX_M,2018,12
LUX_N,2019,12
LUX_O,2020,12
LUX_P,2021,12
LUX_Q,2022,12
LUX_R,2023,12
LUX_S,2024,12
LUX_T,2025,12
LVA_A01_02,2026,10
LVA_A03,2027,10
LVA_B05_06,2028,11
LVA_B07_08,2029,11
LVA_B09,2030,11
LVA_C10T12,2031,11
LVA_C13T15,2032,11
LVA_C16,2033,11
LVA_C17_18,2034,11
LVA_C19,2035,11
LVA_C20,2036,11
LVA_C21,2037,11
LVA_C22,2038,11
LVA_C23,2039,11
LVA_C24,2040,11
LVA_C25,2041,11
LVA_C26,2042,11
LVA_C27,2043,11
LVA_C28,2044,11
LVA_C29,2045,11
LVA_C30,2046,11
LVA_C31T33,2047,11
LVA_D,2048,12
LVA_E,2049,12
LVA_F,2050,12
LVA_G,2051,12
LVA_H49,2052,12
LVA_H50,2053,12
LVA_H51,2054,12
LVA_H52,2055,12
LVA_H53,2056,12
LVA_I,2057,12
LVA_J58T60,2058,12
LVA_J61,2059,12
LVA_J62_63,2060,12
LVA_K,2061,12
LVA_L,2062,12
LVA_M,2063,12
LVA_N,2064,12
LVA_O,2065,12
LVA_P,2066,12
LVA_Q,2067,12
LVA_R,2068,12
LVA_S,2069,12
LVA_T,2070,12
MAR_A01_02,2071,10
MAR_A03,2072,10
MAR_B05_06,2073,11
MAR_B07_08,2074,11
MAR_B09,2075,11
MAR_C10T12,2076,11
MAR_C13T15,2077,11
MAR_C16,2078,11
MAR_C17_18,2079,11
MAR_C19,2080,11
MAR_C20,2081,11
MAR_C21,2082,11
MAR_C22,2083,11
MAR_C23,2084,11
MAR_C24,2085,11
MAR_C25,2086,11
MAR_C26,2087,11
MAR_C27,2088,11
MAR_C28,2089,11
MAR_C29,2090,11
MAR_C30,2091,11
MAR_C31T33,2092,11
MAR_D,2093,12
MAR_E,2094,12
MAR_F,2095,12
MAR_G,2096,12
MAR_H49,2097,12
MAR_H50,2098,12
MAR_H51,2099,12
MAR_H52,2100,12
MAR_H53,2101,12
MAR_I,2102,12
MAR_J58T60,2103,12
MAR_J61,2104,12
MAR_J62_63,2105,12
MAR_K,2106,12
MAR_L,2107,12
MAR_M,2108,12
MAR_N,2109,12
MAR_O,2110,12
MAR_P,2111,12
MAR_Q,2112,12
MAR_R,2113,12
MAR_S,2114,12
MAR_T,2115,12
MEX_A01_02,2116,10
MEX_A03,2117,10
MEX_B05_06,2118,11
MEX_B07_08,2119,11
MEX_B09,2120,11
MEX_C10T12,2121,11
MEX_C13T15,2122,11
MEX_C16,2123,11
MEX_C17_18,2124,11
MEX_C19,2125,11
MEX_C20,2126,11
MEX_C21,2127,11
MEX_C22,2128,11
MEX_C23,2129,11
MEX_C24,2130,11
MEX_C25,2131,11
MEX_C26,2132,11
MEX_C27,2133,11
MEX_C28,2134,11
MEX_C29,2135,11
MEX_C30,2136,11
MEX_C31T33,2137,11
MEX_D,2138,12
MEX_E,2139,12
MEX_F,2140,12
MEX_G,2141,12
MEX_H49,2142,12
MEX_H50,2143,12
MEX_H51,2144,12
MEX_H52,2145,12
MEX_H53,2146,12
MEX_I,2147,12
MEX_J58T60,2148,12
MEX_J61,2149,12
MEX_J62_63,2150,12
MEX_K,2151,12
MEX_L,2152,12
MEX_M,2153,12
MEX_N,2154,12
MEX_O,2155,12
MEX_P,2156,12
MEX_Q,2157,12
MEX_R,2158,12
MEX_S,2159,12
MEX_T,2160,12
MLT_A01_02,2161,10
MLT_A03,2162,10
MLT_B05_06,2163,11
MLT_B07_08,2164,11
MLT_B09,2165,11
MLT_C10T12,2166,11
MLT_C13T15,2167,11
MLT_C16,2168,11
MLT_C17_18,2169,11
MLT_C19,2170,11
MLT_C20,2171,11
MLT_C21,2172,11
MLT_C22,2173,11
MLT_C23,2174,11
MLT_C24,2175,11
MLT_C25,2176,11
MLT_C26,2177,11
MLT_C27,2178,11
MLT_C28,2179,11
MLT_C29,2180,11
MLT_C30,2181,11
MLT_C31T33,2182,11
MLT_D,2183,12
MLT_E,2184,12
MLT_F,2185,12
MLT_G,2186,12
MLT_H49,2187,12
MLT_H50,2188,12
MLT_H51,2189,12
MLT_H52,2190,12
MLT_H53,2191,12
MLT_I,2192,12
MLT_J58T60,2193,12
MLT_J61,2194,12
MLT_J62_63,2195,12
MLT_K,2196,12
MLT_L,2197,12
MLT_M,2198,12
MLT_N,2199,12
MLT_O,2200,12
MLT_P,2201,12
MLT_Q,2202,12
MLT_R,2203,12
MLT_S,2204,12
MLT_T,2205,12
MMR_A01_02,2206,10
MMR_A03,2207,10
MMR_B05_06,2208,11
MMR_B07_08,2209,11
MMR_B09,2210,11
MMR_C10T12,2211,11
MMR_C13T15,2212,11
MMR_C16,2213,11
MMR_C17_18,2214,11
MMR_C19,2215,11
MMR_C20,2216,11
MMR_C21,2217,11
MMR_C22,2218,11
MMR_C23,2219,11
MMR_C24,2220,11
MMR_C25,2221,11
MMR_C26,2222,11
MMR_C27,2223,11
MMR_C28,2224,11
MMR_C29,2225,11
MMR_C30,2226,11
MMR_C31T33,2227,11
MMR_D,2228,12
MMR_E,2229,12
MMR_F,2230,12
MMR_G,2231,12
MMR_H49,2232,12
MMR_H50,2233,12
MMR_H51,2234,12
MMR_H52,2235,12
MMR_H53,2236,12
MMR_I,2237,12
MMR_J58T60,2238,12
MMR_J61,2239,12
MMR_J62_63,2240,12
MMR_K,2241,12
MMR_L,2242,12
MMR_M,2243,12
MMR_N,2244,12
MMR_O,2245,12
MMR_P,2246,12
MMR_Q,2247,12
MMR_R,2248,12
MMR_S,2249,12
MMR_T,2250,12
MYS_A01_02,2251,10
MYS_A03,2252,10
MYS_B05_06,2253,11
MYS_B07_08,2254,11
MYS_B09,2255,11
MYS_C10T12,2256,11
MYS_C13T15,2257,11
MYS_C16,2258,11
MYS_C17_18,2259,11
MYS_C19,2260,11
MYS_C20,2261,11
MYS_C21,2262,11
MYS_C22,2263,11
MYS_C23,2264,11
MYS_C24,2265,11
MYS_C25,2266,11
MYS_C26,2267,11
MYS_C27,2268,11
MYS_C28,2269,11
MYS_C29,2270,11
MYS_C30,2271,11
MYS_C31T33,2272,11
MYS_D,2273,12
MYS_E,2274,12
MYS_F,2275,12
MYS_G,2276,12
MYS_H49,2277,12
MYS_H50,2278,12
MYS_H51,2279,12
MYS_H52,2280,12
MYS_H53,2281,12
MYS_I,2282,12
MYS_J58T60,2283,12
MYS_J61,2284,12
MYS_J62_63,2285,12
MYS_K,2286,12
MYS_L,2287,12
MYS_M,2288,12
MYS_N,2289,12
MYS_O,2290,12
MYS_P,2291,12
MYS_Q,2292,12
MYS_R,2293,12
MYS_S,2294,12
MYS_T,2295,12
NGA_A01_02,2296,10
NGA_A03,2297,10
NGA_B05_06,2298,11
NGA_B07_08,2299,11
NGA_B09,2300,11
NGA_C10T12,2301,11
NGA_C13T15,2302,11
NGA_C16,2303,11
NGA_C17_18,2304,11
NGA_C19,2305,11
NGA_C20,2306,11
NGA_C21,2307,11
NGA_C22,2308,11
NGA_C23,2309,11
NGA_C24,2310,11
NGA_C25,2311,11
NGA_C26,2312,11
NGA_C27,2313,11
NGA_C28,2314,11
NGA_C29,2315,11
NGA_C30,2316,11
NGA_C31T33,2317,11
NGA_D,2318,12
NGA_E,2319,12
NGA_F,2320,12
NGA_G,2321,12
NGA_H49,2322,12
NGA_H50,2323,12
NGA_H51,2324,12
NGA_H52,2325,12
NGA_H53,2326,12
NGA_I,2327,12
NGA_J58T60,2328,12
NGA_J61,2329,12
NGA_J62_63,2330,12
NGA_K,2331,12
NGA_L,2332,12
NGA_M,2333,12
NGA_N,2334,12
NGA_O,2335,12
NGA_P,2336,12
NGA_Q,2337,12
NGA_R,2338,12
NGA_S,2339,12
NGA_T,2340,12
NLD_A01_02,2341,10
NLD_A03,2342,10
NLD_B05_06,2343,11
NLD_B07_08,2344,11
NLD_B09,2345,11
NLD_C10T12,2346,11
NLD_C13T15,2347,11
NLD_C16,2348,11
NLD_C17_18,2349,11
NLD_C19,2350,11
NLD_C20,2351,11
NLD_C21,2352,11
NLD_C22,2353,11
NLD_C23,2354,11
NLD_C24,2355,11
NLD_C25,2356,11
NLD_C26,2357,11
NLD_C27,2358,11
NLD_C28,2359,11
NLD_C29,2360,11
NLD_C30,2361,11
NLD_C31T33,2362,11
NLD_D,2363,12
NLD_E,2364,12
NLD_F,2365,12
NLD_G,2366,12
NLD_H49,2367,12
NLD_H50,2368,12
NLD_H51,2369,12
NLD_H52,2370,12
NLD_H53,2371,12
NLD_I,2372,12
NLD_J58T60,2373,12
NLD_J61,2374,12
NLD_J62_63,2375,12
NLD_K,2376,12
NLD_L,2377,12
NLD_M,2378,12
NLD_N,2379,12
NLD_O,2380,12
NLD_P,2381,12
NLD_Q,2382,12
NLD_R,2383,12
NLD_S,2384,12
NLD_T,2385,12
NOR_A01_02,2386,10
NOR_A03,2387,10
NOR_B05_06,2388,11
NOR_B07_08,2389,11
NOR_B09,2390,11
NOR_C10T12,2391,11
NOR_C13T15,2392,11
NOR_C16,2393,11
NOR_C17_18,2394,11
NOR_C19,2395,11
NOR_C20,2396,11
NOR_C21,2397,11
NOR_C22,2398,11
NOR_C23,2399,11
NOR_C24,2400,11
NOR_C25,2401,11
